Status,Date_Time,City,State,Country,Shape,Summary,Has_Media,Explanation
Open,10/16/1998 16:30,Baker/Stateline (between),CA,USA,Changing,"A watery ripple in the sky like a ribbon flapping in the wind, then forming the shape of a craft (see below)",12/11/1998,
Open,10/16/1998 11:40,Sacramento,CA,USA,Triangle,observed v shaped object with lights and no noise in the sky traveling slowly at night,10/17/2008,
Open,10/15/1998 21:15,Laguna Niguel,CA,USA,Unknown,Bouncing orange lights in night sky.,09/08/2002,
Open,10/15/1998 00:00,Azuza,CA,USA,Triangle,"a very unusual object, in a triangular shape that hovered for a while then darted off. it had a vety pecular color to it",08/06/2001,
Open,10/11/1998 22:45,Elk Grove,CA,USA,Fireball,Greenish blue fireball streaking across horizon,10/12/1998,
Open,10/11/1998 02:15,Montara,CA,USA,Other,Boomerang shaped lit up at the neds and center of the boomerang.,10/15/1998,
Open,10/10/1998 02:30,Hollywood,CA,USA,Changing,I was standing outside on Sunset Blvd. at Vine and looked straight up which I normally do not do. I saw three bright white lights in a,10/27/1998,
Open,10/09/1998 19:40,Oakland - Near the Bay Bridge,CA,USA,Fireball,"It looked like a large remote control firework that was going East to West, occasionally disappearing and reappearing.",10/10/1998,
Open,10/08/1998 22:33,Sonora,CA,USA,Light,"It was a red light (not flashing, brighter than Mars) about ten degrees above the horizon, in the East heading towards the South with a",01/18/1999,
Open,10/05/1998 23:29,Newhall,CA,USA,Sphere,"Luminous, green, round sphere of light moved across sky fron S to WSW",10/05/1998,
Open,10/05/1998 21:30,Mission Hills,CA,USA,Sphere,UFO and US military play follow me if you can.,09/19/2003,
Open,10/05/1998 20:00,Dana Point,CA,USA,Fireball,"Similar to a Shooting Star, but not! Brillient Bright Green in color with sparkling long tail.",12/19/1998,
Open,10/02/1998 09:30,El Monte,CA,USA,Circle,"I noticed three craft flying in a straght line with a fourth craft flying between the second two, making a right trangle, off to the ri",12/23/1998,
Open,10/01/1998 18:50,La Jolla (oveR),CA,USA,Fireball,"At dusk, an orange,white,pink,and voilet color fireball traveled totally horizontal west to east,not as fast as a shooting star,and the",11/17/1998,
Open,10/01/1998 16:00,Del Mar,CA,USA,Fireball,Fireball streaked across the sky and fizzled out 5 miles inland,03/08/1999,
Open,10/01/1998 10:00,San Francisco,CA,USA,Sphere,Soccer Balls over SF,02/02/2012,
Open,09/26/1998 22:30,San Jose,CA,USA,Formation,2 sets of 5 objects moving in parallel formation,09/26/1998,
Open,09/26/1998 13:00,Castle Peak Summit (9300'),CA,USA,Disk,Observed a large greyish disk with a bright orange ring on the bottom.,10/21/1998,
Open,09/26/1998 12:30,Pleasant Hill,CA,USA,Light,I walked up a hill and saw 4 lights come from the sky I ran got my camera and started to film. The battrey ran out then the UFO's dis,08/14/1998,
Open,09/26/1998 00:00,Bishop/Benton,CA,USA,Fireball,resident of Bishop driving past old road saw lights thought they were cops other veical drivers saw lights in sky manuevering.around 8:,08/25/1998,
Open,09/25/1998 23:40,San Diego North County (Mira Mesa),CA,USA,Sphere,"a fast moving green glowing airborn object, came into view and traversed my field of vision in a southwardly direction as I drove my ca",09/25/1998,
Open,09/25/1998 20:00,Acampo,CA,USA,Teardrop,"An orange colored, teardrop shaped object trailed by white sparks appeared in the Eastern sky at about 130 degrees from the horizon.",11/12/1998,
Open,09/24/1998 22:15,Modesto (North of),CA,USA,Light,"I was driving northbound on Hwy 99, to the NW I saw what appeared to be a GREEN shooting star ""drop"" from the sky in a NW direction (fr",09/24/1998,
Open,09/24/1998 22:00,Huntington Beach,CA,USA,Fireball,"saw a larger, brighter, greener, rounder, and slower than normal ""falling star"" toward the SW while driving to my girlfriend's house.",10/19/1998,
Open,09/23/1998 22:45,Castaic,CA,USA,Cigar,"It looked like a bright star,,,,but it pulsated, and gave off different shades of green and blue,,it also seemed to move back and forth",09/24/1998,
Open,09/23/1998 21:35,Browns Valley (Oregon House),CA,USA,Sphere,Signted object in western sky. It was moving vertical from 20 degrees above the horizon to the horizon. The color was orange and green,09/25/1998,
Open,09/23/1998 21:15,Poway,CA,USA,Fireball,This is the second sighting in 3 weeks. first sighting 3 weeks ago was a large black object low in sky trailing a blue green red tail,09/24/1998,
Open,09/23/1998 20:55,Hollywood,CA,USA,Fireball,"Viewed a green ""fireball"" fall from the sky.",09/23/1998,
Open,09/23/1998 04:00,Los Angeles,CA,USA,Chevron,large boomerang shaped craft that glowed an irridescent white light. approx. 4am ..... the 4th week of september........ moving at a st,10/12/1998,
Open,09/23/1998 00:00,Deerhorn Valley/Jamul,CA,USA,Light,@905pm I was looking So. at sky for shooting stars then a green blu ball came into my vision it fell an it seemed slower than other nit,09/24/1998,
Open,09/23/1998 00:00,San Fernando Valley,CA,USA,Other,I was driving north on the Ventura Freeway(101 Freeway). Off to the north east I saw a very thin blueish streak moving slowly towards t,09/23/1998,
Open,09/22/1998 17:00,Poway,CA,USA,Cylinder,"Vertical cylinder, gold and hot, bright light on the bottom.",09/24/1998,
Open,09/21/1998 20:00,Bermuda Dunes,CA,USA,Formation,"While gazing up at the stars, I witnessed a large formation of lights heading southbound accross the sky.",09/21/1998,
Open,09/21/1998 19:00,Redding,CA,USA,Light,"Witnessing bright lights, mostly white with green and red, in the sky at every point on the compass, starting at 7:00PM and lasting unt",10/12/1998,
Open,09/21/1998 17:10,Bakersfield,CA,USA,Changing,At 17:10 hrs I was driving west heading into downtown and had a clear view of the horizon. Off to the south I saw a silver cylindrical,09/24/1998,
Open,09/21/1998 15:00,Bodie (State Historic Park),CA,USA,Sphere,I saw a spherical object traveling east to west at 3PM. It appeared to change from white to black to silver and flew below the clouds.,09/29/1998,
Open,09/20/1998 22:20,Rosemead,CA,USA,Disk,I saw a saucer-shaped UFO with multi-colored lights.,04/03/2002,
Open,09/18/1998 23:51,Castaic,CA,USA,Fireball,"Traveling north on I-5 in Castaic, seen a greenish-white brilliantly lit fireball. Perfectly round in size come out of the sky, at a do",10/29/1998,
Open,09/18/1998 21:30,Del Mar,CA,USA,Fireball,"This was like a green colored light, like a star. It was lower than any other aircraft would be. It was decending, in an easterly dir",10/19/1998,
Open,09/18/1998 21:00,Diamond Bar,CA,USA,Oval,Green Pulse light seen for the second time in Diamond Bar. Last year the same light went horizonal across the sky. It was traveling fas,09/23/1998,
Open,09/17/1998 18:30,Ramona,CA,USA,Sphere,SAW A BRIGHT ORANGE SPHERE APPEAR IN THE SOUTHWESTERN SKY AND STREAK HORIZONTALLY ACROSS THE SKY,09/24/1998,
Open,09/16/1998 21:30,San Diego (Point Loma/Ocean Beach area),CA,USA,Light,"As two copters were approaching airport from the West, (along I-5) the light shrunk X2 & rapidly descended into the cover of a Star Pin",09/18/1998,
Open,09/15/1998 22:30,Escondido,CA,USA,Changing,Neon orange dougnut shaped craft drops blue balls of lights,03/28/2004,
Open,09/15/1998 20:00,Pasadena,CA,USA,Fireball,I only submit this because of the increased number of sky sightings the past 10 days- what I saw was the largest shooting star [?] that,09/24/1998,
Open,09/13/1998 21:20,Weed,CA,USA,Fireball,Very bright blue-green fireball moved downward then went out.,03/04/1999,
Open,09/12/1998 18:15,Danville,CA,USA,Fireball,i was looking up with my dad and this bright white fireball came out of the east and headed west and blew up/dissapeared over Mt. Diabl,09/24/1998,
Open,09/12/1998 16:00,Harris Ranch,CA,USA,Diamond,Faster than the speed of life.,02/09/2004,
Open,09/10/1998 19:00,Poway,CA,USA,Flash,"Flash of the brightest light ever, fire colored, tail twice as long, travelling west to east,horizontally. Was in the Union tribune on",09/24/1998,
Open,09/10/1998 07:15,Oceanside,CA,USA,Fireball,"Bright, fire-like object streaked from west to east in a level, horizonal attitude at a speed that took approximately 10 seconds to cov",09/24/1998,
Open,09/06/1998 18:51,Bakersfield,CA,USA,Other,"Dark oval with something attached to bottom of object about half the size as the top object hanging in a ""j"" type.",09/07/1998,
Open,09/04/1998 20:20,Duarte,CA,USA,Light,Two lights flickering over the san gabriel mountains. The two lights were moving east quite fast without any sound.,09/04/1998,
Open,09/03/1998 03:00,Crescent City (100 Miles South of),CA,USA,Formation,"5 points of light, quite distant, looked to be playing,having fun.",02/20/1999,
Open,09/03/1998 02:00,Stanton,CA,USA,Light,Well I was sleeping on the tope bed of a bunk-bed. You could say it was probably a dream but it's not. I was lying bed and I felt some,03/13/2000,
Open,09/01/1998 20:30,Desert Center (~west to 10 miles east of Chiriaco Summit),CA,USA,Orb,At two different locations 15 miles apart we saw 4 huge orbs of bright light. Two very different formations. On the second sighting saw,09/07/1998,
Open,08/29/1998 17:00,San Francisco,CA,USA,Diamond,3 diamond shaped craft with 4 bright lights hovered on the eastern sky.,08/29/1998,
Open,08/28/1998 02:15,San Diego,CA,USA,Sphere,From the south a somewhat dim yellow/green/orange sphere floated up and to the north from behind some trees. It then almost stopped and,09/15/1998,
Open,08/26/1998 22:00,Mariposa,CA,USA,Fireball,"Observed a light behind a tree that was bright white, then it took off and as it did, it turned brillaint green",09/23/1998,
Open,08/25/1998 02:00,Pebble Beach,CA,USA,Unknown,Unsual light seen throughout house late at night.,01/14/2008,
Open,08/23/1998 11:45,Santa Rosa,CA,USA,Disk,Pitch black disk shaped object in broad daylight. 4 witnesses,11/29/2015,
Open,08/22/1998 02:00,Madera/Manteca (on the hiway),CA,USA,Other,not enogh room.,02/11/2005,
Open,08/21/1998 22:30,"Bishop (remote, High Sierras, above)",CA,USA,Rectangle,Witnessed a craft cross the sky above the Sierra Nevada mountians.,11/16/1999,
Open,08/21/1998 15:00,Torrance,CA,USA,Egg,"egg shaped, reflected the sun.",08/22/1998,
Open,08/20/1998 15:00,Oxnard,CA,USA,Triangle,"4 triangular objects hovering in clear sky, almost invisible to the eye.",04/09/2003,
Open,08/16/1998 23:15,"Gridley (10 miles N of, and 20 miles SE Chico)",CA,USA,Flash,Brief period of light flashed in my car window about 1/4 mile to right and problably no further than 2 to 3 miles in front.,09/24/1998,
Open,08/15/1998 23:30,Crestline (Silverwood Lake),CA,USA,Triangle,"8/15/98 SILVERWOOD LAKE , CA. TRIANGLE SHAPED VEHICLE W/ LIGHTS BUZZING SOUND. 45 SECONDS 3/21/2011",03/21/2011,
Open,08/15/1998 22:15,Simi Valley,CA,USA,Light,The object in the sky at first appeared to be an unknown type aircraft with it's landing light on. The light went out and no red or gr,08/16/1998,
Open,08/15/1998 17:30,San Fernando,CA,USA,Triangle,watch many ligth's in the sky day's before the sighting telling a frend about the ligth's at the same location a ligth came by at great,12/28/2000,
Open,08/15/1998 17:00,Tracy (near; on I-5; close to Gilroy),CA,USA,Circle,comit looking light in the sky,09/09/2007,
Open,08/13/1998 22:00,Coarsegold,CA,USA,Triangle,My husband and I spotted a silent craft with white lights in the shape of a triangle and one red light on the top center.,07/01/2001,
Open,08/13/1998 02:00,Lake Alpine,CA,USA,Orb,White spherical orb about three times the size of a full moon was observed from one mile away.,06/11/2011,
Open,08/12/1998 21:09,San Marcos,CA,USA,Oval,"Friend and I were driving down the highway...moderate traffic. I noticed the aircraft first, it was hoovering over the freeway about 30",10/13/1998,
Open,08/10/1998 22:00,Modesto,CA,USA,Triangle,"Triangular object in night sky over central valley in No. Ca., seen from Sierra Foothills",09/19/2010,
Open,08/10/1998 22:00,Trabuco,CA,USA,Light,It was approx. 10:30 PM when my mother did her usual routine of walking the dogs before going to bed. She lives in a rural area within,09/08/1998,
Open,08/10/1998 01:00,Big Pine,CA,USA,Light,Mysterious lights in the Owens Valley California,05/25/2001,
Open,08/09/1998 23:20,Lompoc,CA,USA,Circle,We saw a circular flashing object in the eastern sky slowly descending.,08/10/1998,
Open,08/08/1998 20:00,San Leandro,CA,USA,Chevron,"I first saw two bright yellowish beams in the sky, higher than clouds, and as I got closer, a black disc over the beams, tilted, and th",10/15/1998,
Open,08/02/1998 15:00,Huntington Beach,CA,USA,Disk,"Daylight UFO sighting over Huntington Beach, California",08/03/1998,
Open,08/01/1998 22:30,Big Sur (Monterey Co.),CA,USA,Cigar,"Dark cigar shaped no lights streek though sky, airplane following.",08/17/1998,
Open,08/01/1998 12:00,Sunol,CA,USA,Circle,Circular flying object moving in ways conventional even modern aircraft physics cannot explain.,01/29/2025,
Open,07/31/1998 04:00,Grass Valley,CA,USA,Light,"Saw a light in sky. It did a strange turn. Heard a slow hum, not like airplane. Hum lasted for over half an hour. Light reappeared",07/31/1998,
Open,07/31/1998 00:00,San Diego,CA,USA,Other,"Strange bright, white light with 4 other smaller lights. All in a diagonal row.",08/01/1998,
Open,07/30/1998 23:45,Auanga,CA,USA,Circle,I was abducted and have video proof,11/23/2002,
Open,07/28/1998 22:00,"Tulare (close to, on I-5)",CA,USA,Rectangle,"We were driving north on Interstate 5, around Tulare,CA. We saw something flying in the sky with three big lights, like spotlights. The",07/29/1998,
Open,07/26/1998 23:23,Corte Madera,CA,USA,Triangle,witnessed approximately 1 second of flight of an object unknown to me in the northern hemisphere of the night sky.,07/27/1998,
Open,07/25/1998 02:30,Baker/Las Vegas (Between; 30 mi. NE of Baker on I-5 East),CA,USA,Teardrop,"Flouresent Green with yellow/red trailing fire, dropping at a 60-70 degree angle to floor of desert, 1/2 mile each side of freeway.",11/02/1998,
Open,07/20/1998 22:00,Sun City,CA,USA,Formation,"2 lights following each other really high in the sky, and really fast.",06/19/1999,
Open,07/15/1998 05:00,San Bernardino,CA,USA,Orb,"A flying ball of light with no structure, no sound, and no strobes or anticolision, navigational lights. Moved too fast for a STOL.",07/18/1998,
Open,07/13/1998 15:38,Bakersfield,CA,USA,Unknown,"Electrical interference (TV/lights), massive, fast-moving shadow covering whole yard and more. Silent.",07/14/1998,
Open,07/13/1998 02:00,San Francisco International Airport,CA,USA,Changing,"I was taking pictures of commercial airliners - arriving and departing. These crafts seemed to be ""Playing"" in and about the air traffi",07/29/1998,
Open,07/09/1998 22:27,Sea Ranch,CA,USA,,Three Objects Looking Like Planets Moving in fast and odd directions:,07/13/1998,
Open,07/07/1998 21:00,Livermore,CA,USA,Other,A star-like object inscribed rectangles in the sky and then vanished!.,11/11/2003,
Open,07/01/1998 22:00,Lockwood,CA,USA,Cigar,"UFO sighting in Lockwood, California",12/26/2006,
Open,07/01/1998 20:45,Fresno,CA,USA,Triangle,"While on the roof of a 10 story building, looking north/east, I saw what appeared to be a trangle object flying very slow, then increas",07/01/1998,
Open,07/01/1998 00:00,Roseville,CA,USA,Circle,"Observed from Roseville, Ca. and Sierra Nevada mountains,",01/05/2008,
Open,06/30/1998 23:00,Los Angeles,CA,USA,Unknown,"Lit object stayed stationery about 20 minutes, then went south and up in about 2 minutes.",01/08/2008,
Open,06/28/1998 23:20,Sacramento,CA,USA,Cigar,"With binoculars, I saw a flat object with several steady white lights and two or more flashing red and white lights.",06/28/1998,
Open,06/26/1998 21:00,Los Angeles,CA,USA,Chevron,"Blacked out the stars, as it slowly moved above my apartment.",02/08/2024,
Open,06/26/1998 19:30,Apple Valley,CA,USA,Other,"3 observers witnessed a ""manta-ray"" shaped craft move west over mountain range for 30 min. No lights or windows were visable.VERY LARGE",08/10/1998,
Open,06/21/1998 21:30,San Bruno,CA,USA,Disk,A huge saucer with a 2nd story on top was in the air ahead of us. It was fully lit as if w/ONE light; slowly floated/glided thru air w,06/24/1998,
Open,06/20/1998 23:00,Wrightwood,CA,USA,Circle,Lights in the sky at summer camo,02/24/2005,
Open,06/18/1998 23:44,Marina,CA,USA,Teardrop,I witnessed a teardrop shaped object hurling across the night sky.... the event lasted for only a minute or so... it was strange... ver,02/14/1998,
Open,06/15/1998 22:34,Healdsburg (due S of),CA,USA,Fireball,a green fireball wi blueish tints- disappearing above the horizon-15 degrees(?) burned up out (?),09/27/1998,
Open,06/15/1998 21:30,Valley Springs,CA,USA,Other,"Object sighted, no sound, no lights",03/23/2005,
Open,06/15/1998 20:00,Stoddard Valley,CA,USA,Other,Hypersonic Spacecraft Test near TRW's hypersonic test range.,08/07/2005,
Open,06/15/1998 03:00,Stockton (east of),CA,USA,Fireball,explosion in the sky,02/06/2001,
Open,06/15/1998 03:00,Irwindale,CA,USA,Light,"Huge Bright Illuminating 'Ball Like' Object , underside has three green triangular lights, no sound.",08/29/2002,
Open,06/15/1998 01:00,CA (Interstate 40),CA,USA,Unknown,Three very bright lights close to the ground.,10/19/2003,
Open,06/15/1998 00:30,Boy Scout Camp Royenea,CA,USA,Disk,There were many green colored objects moving quickly around a portion of the sky and one by one the objects flickered out,01/11/2001,
Open,06/15/1998 00:01,Cartago,CA,USA,Sphere,huge white light alongside my vehicle on the highway late at night...,05/28/2002,
Open,06/12/1998 22:45,Montebello,CA,USA,Light,Two to three second display of synchronized lights travelling really fast.,04/27/2014,
Open,06/12/1998 22:30,Perris,CA,USA,Light,"I was driving south on Perris Blvd. when I happened to glance east towards lake Perris and saw a small, dull orange light hovering abou",07/17/1998,
Open,06/12/1998 21:35,Santa Monica,CA,USA,Formation,A 'V' shaped formation of lights passed overhead with no sound at high speed.,07/01/1998,
Open,06/11/1998 18:15,Patterson,CA,USA,Disk,"Just before Dusk I saw, 50 feet from my car a Flying Disk that had two Rings Rotating around its main body. It was trully awesome!",12/05/2005,
Open,06/11/1998 13:00,Palm Springs,CA,USA,Circle,I just got some pictures back from my vacation in Palm Springs. In one of the pictures it looks like there is a UFO in the sky.,08/10/1998,
Open,06/09/1998 00:00,San Bernardino,CA,USA,Diamond,"A 3 dimentional diamond spacecraft that just spinned arround it stayed in the same place for at least ten minutes,It spit out 4 colors",11/16/2003,
Open,06/07/1998 14:00,Los Angeles,CA,USA,Triangle,Expanding pencile share very long and thin.,05/17/1999,
Open,06/06/1998 19:00,Salinas,CA,USA,Fireball,"Fireball flickers to a huge tumbling black potato, eyes and all, looking rock",05/26/2009,
Open,06/04/1998 06:19,Ocotillo,CA,USA,Triangle,"On a morning hike, we settled to rest after walking 4 miles on a desert trail. We stopped to drink some water and eat some snacks. My",05/04/1999,
Open,06/01/1998 23:00,Rancho Tehama,CA,USA,Disk,I was alone,01/19/2012,
Open,06/01/1998 22:00,Valencia,CA,USA,Triangle,black triangle masks stars in Santa Clarita,02/18/2008,
Open,06/01/1998 12:30,Los Angeles,CA,USA,Disk,Very small disk shape like a bug silver and white.,11/24/2014,
Open,06/01/1998 11:00,Kelseyville,CA,USA,Triangle,"It was low alt. very close, slow, had a spotlight, and looked like a black triangular stealth aircraft",07/17/2002,
Open,06/01/1998 02:00,Nipomo,CA,USA,Light,"My roomate and I were out early mending a horse fence in a very rural area, very dark and quiet. We were the only witnesses as far as",01/26/2000,
Open,06/01/1998 01:00,Bakersfield,CA,USA,Triangle,Black triangular object moving slowly through the night sky.,07/20/2004,
Open,05/16/1998 22:30,Manteca,CA,USA,Triangle,"object was flying from north to south.at arms length a silverdollar would have been the size.no noise,very low.2 large lights on bottom",05/17/1998,
Open,05/04/1998 00:00,San Diego,CA,USA,Disk,red and blue strobe lights circling the ufo,09/04/2004,
Open,05/02/1998 06:00,Los Angeles,CA,USA,Triangle,"Two objects aproached over the horizon when I was going out for the paper. They looked like two helocopters at first, but as they apr",05/19/1998,
Open,05/01/1998 02:00,San Diego,CA,USA,Orb,"Unknown source of very intence light, with intence feelings of malevolence directed at victim.",02/24/2002,
Open,04/30/1998 01:00,"Reno (30 miles due east of, in California)",CA,USA,Other,Object appeared to look like a star moving SE overhead. Object stopped then continued. Picked up speed and turned a perfect 90 degrees,12/17/1998,
Open,04/27/1998 11:00,Santa Cruz,CA,USA,Other,"Sitting on the beach, a man yelled and told people to look at the sky. many observed the craft. Material did not look like metal",04/27/1998,
Open,04/23/1998 18:00,Hollywood,CA,USA,Light,I SAW 2 LIGHTS CROSS THE SOUTHERN HORIZON THAY GLOWED DULL ORANGE AND CREATED A FAINT GLOWING TRAIL THAY KEPT A TIGHT FORMATION TRAVELI,07/31/1998,
Open,04/21/1998 23:46,Santa Cruz,CA,USA,Fireball,"A comet-like thing, about the size of a dinner plate. It had a tail that was greenish with sparks in it. No sound.",04/03/1999,
Open,04/16/1998 23:16,Lafayette/Moraga (Between),CA,USA,Fireball,Unusually bright meteor/re-entry event,04/17/1998,
Open,04/16/1998 03:08,Milpitas,CA,USA,Sphere,MY NAME IS((Deleted)). I AM 18 YEARS OLD. A SENIOR IN HIGH SCHOOL I COULD NOT SLEEP THE FRIDAY NIGHT OF THAT ESTIMATED DATE.,05/12/1998,
Open,04/15/1998 20:00,Richmond,CA,USA,Disk,"Disk over Richmond, CA",01/30/2008,
Open,04/12/1998 00:30,Yucaipa,CA,USA,Light,"we saw a round bright light in the sky, it had no flashing lights. it did not seem to move very fast. after a few min we saw the brigh",07/29/1999,
Open,04/11/1998 21:15,Corralitos,CA,USA,Other,An airbourne craft.An irregular triangle with rounded edges. Had an orange glow around it.Had 3 white lights along the bottom that illu,05/14/1998,
Open,04/11/1998 19:00,Spring Valley,CA,USA,Fireball,Red orb lights above Spring Valley CA.,09/08/2005,
Open,04/11/1998 11:00,Woodland Hills,CA,USA,Light,"Woodland Hills, Los Angeles Shinning craft at midday.",02/06/2001,
Open,04/10/1998 05:45,El Cajon,CA,USA,Cigar,"Observed object, nothing around it. Pulsing red light, bright-dim-bright-dim. Moved slowly toward us. Through binoculars, could see m",04/11/1998,
Open,04/09/1998 23:45,Costa Mesa,CA,USA,Egg,one object sighted,04/11/1998,
Open,04/09/1998 10:00,San Diego,CA,USA,Oval,"About 15 feet wide alomost a sphere, silverWhile on a practice training flight, my student and I noticed a sm",06/27/1998,
Open,04/06/1998 22:45,Edwards AFB (vicinity),CA,USA,,Airine pilot sights UFO over California; USMC F/A-18 vectored to object by Joshua Control.,10/25/2001,
Open,04/05/1998 11:50,Soquel,CA,USA,Other,Greyish green wing shape travelling upthe coast Santa Cruz California,07/18/2011,
Open,04/04/1998 23:00,Northern California,CA,USA,Light,The light made no sound then split into two lights.,05/25/2006,
Open,04/02/1998 05:00,Santa Clarita,CA,USA,Fireball,"Hovering above a hill, then it went behind the hill and went straight up into the sky.",05/14/1999,
Open,04/01/1998 08:00,Glendale,CA,USA,Circle,Green globe flying relatively low moving with incredible speed through the valley between two small mountain ranges.,01/08/1999,
Open,03/30/1998 22:00,Mountain View,CA,USA,other,"This is just a short note regarding any sightings that you may receive for the above mentioned ""UFO"". The sighting may have been seen",03/30/1998,
Open,03/29/1998 19:30,Indio,CA,USA,Light,"Bright light or dot with orange tail shot upwards and south across the sky. Tail stopped and so did light. Hovered in sky, then flew pa",04/30/1998,
Open,03/28/1998 20:30,Death Valley (Furnace Creek Ranch),CA,USA,Fireball,"A fireball travelled north to south, from horizon to horizon, due east of our location, at an elevation of about 45 degrees when due ea",12/29/1998,
Open,03/27/1998 22:35,Arroyo Grande,CA,USA,Disk,"3 disks flying silently at high speeds, stopped to hover, then climbed out of the atmosphere.",04/23/2002,
Open,03/15/1998 21:30,Los Osos,CA,USA,Sphere,"Possible UFO abduction,",01/19/2011,
Open,03/13/1998 22:15,Novato,CA,USA,Flash,"Strange oscillating white and red flash seen over Novato, CA, 10:15 PM on Friday, March 13, 1998.",03/13/1998,
Open,03/13/1998 21:00,San Diego,CA,USA,Circle,phoenix lights over san diego,07/14/2006,
Open,03/13/1998 13:30,San Jose,CA,USA,Sphere,"At approximately 1:30pm on 3/13/98, a group of seagulls caught my eye. As I looked up at the gulls,I noticed above them at about 4-5 wh",03/20/1998,
Open,03/11/1998 23:30,Quincy,CA,USA,Circle,"It was an object, blood red, about magnitude 1, travelling NW to SE. No sound. 4 contrails.",03/13/1998,
Open,03/11/1998 19:30,Los Penisquitos (San Diego),CA,USA,Light,"the object traveled from the south to north west in a downwards direction, the event lasted roughly 5 seconds, the object if I held a p",03/12/1998,
Open,03/10/1998 07:00,Santa Monica,CA,USA,Sphere,Metallic sphere over Los Angeles International Airport.,01/28/2006,
Open,03/09/1998 19:40,Butte County,CA,USA,Light,"A single star-like object moved in straight line, west to east, traversing overhead from horizon begining to horizon ending within 18-2",03/11/1998,
Open,03/05/1998 10:00,Goleta,CA,USA,Circle,Day sighting disc craft geostationary chased away by jets.,07/31/2011,
Open,03/01/1998 02:30,Beal AFB,CA,USA,Disk,"When I notice shiny object, whatch it for 8 minutes before it turned black and disipared in 4 seconds.",09/25/2019,
Open,02/28/1998 19:15,North Highlands,CA,USA,Light,2 PEOPLE WITNESS A BRIGHT OBJECT SLOWLY MOVING TO THE NORTH AND FADING AWAY,03/02/1998,
Open,02/27/1998 19:35,Hesperia,CA,USA,Fireball,A bright blue object that streaked across the southern sky from east to west.,03/09/1998,
Open,02/20/1998 11:30,Fairfield,CA,USA,Disk,While at lunch and sitting in my car I noticed an object moving across the Southern Sky. It was Saucer shaped and provided a beam aspec,02/21/1998,
Open,02/17/1998 16:00,Moreno Valley,CA,USA,Sphere,Mr. and Mrs. J.S. were travelling westbound on the 60 Fwy through Moreno Valley when Mrs. S. looked towards the mountains due NW of the,09/30/1999,
Open,02/15/1998 08:00,San Jose,CA,USA,Cigar,"Driving south on Hwy 85, on way to work, saw gleaming silver cigar shaped object floating beneath a cloud.",11/23/1998,
Open,02/14/1998 05:00,Oceanside,CA,USA,Chevron,A row of 10 lights shaped in a chevron shape moved very fast from the West about 300 deg. to the East. they moved right over my Condo.,02/14/1998,
Open,02/10/1998 20:00,Laguna Niguel,CA,USA,Sphere,"I witnessed a red object aprox 300-500 yards off a comercial airliners left wing, it kept the same speed for about 20 sec, then it vani",02/10/1998,
Open,02/10/1998 00:30,Sunnyvale,CA,USA,Other,"Green flames, same color as traffic lights. Flames were horizontal but otherwise looked like flames in a fireplace. Lasted only about 1",02/15/2001,
Open,02/09/1998 23:30,Crescent City,CA,USA,Rectangle,Orange object over Crescent City glowed like a burning fireplace log.,01/02/2002,
Open,02/07/1998 11:00,Twenty Nine Palms,CA,USA,Other,"Deltoid flying wing, dull golden brown bottom, dull off white top, small fuselage area, no propeller, no jets, no sound, wing tip fins,",07/23/1998,
Open,02/01/1998 15:00,East Los Angeles,CA,USA,Triangle,"Long thin gray or black leading edge. Could not tell if I saw the rest of the craft or mirror image of clouds above object, which was m",12/23/1998,
Open,02/01/1998 01:00,Newbury Park,CA,USA,Chevron,"It was the largest thins I've ever seen well over a mile in length, and it hovered near the navel base.",10/24/2003,
Open,01/27/1998 21:50,Anaheim Hills,CA,USA,Light,Bright bluegreen light streaking across sky from South to North.,01/27/1998,
Open,01/24/1998 09:30,San Bernardino,CA,USA,Sphere,"Around 9:30 p.m. 1/24/98 I open my front door, to let my Son in. I notice behind him 3 huge balls of lights coming toward us. (They we",01/29/1998,
Open,01/08/1998 20:00,Chico,CA,USA,Oval,"Reported by my girlfriend's son, seen over North Chico. He described a very large craft with several lights, not blinking.",01/09/1999,
Open,01/06/1998 18:00,Camarillo,CA,USA,Other,"Multiple lights decend in formation, stop and form a swarm, then form two bright lights and mimic cessna and dissapear over horizon.",12/20/2003,
Open,01/05/1998 16:15,Phelan,CA,USA,Other,"Mr. D.F. was outside in his yard when he looked up and noticed a huge, slow moving, black cigar-shaped object with wings coming from th",09/30/1999,
Open,01/05/1998 15:50,Highland,CA,USA,Other,Mr. S.C. was proceeding to pull out of a driveway into traffic on Del Rosa Ave. in Highland (east of San Bernardino) when he looked to,09/30/1999,
Open,01/01/1998 02:45,San Francisco,CA,USA,Orb,Ufo in orbit.,07/28/2023,
Open,12/30/1997 17:40,Victorville (east of),CA,USA,Circle,glowing circular object about 30 degrees above the southwestern horizon. Was moving slowly down and had no trail like a meteorite. Ob,12/30/1997,
Open,12/25/1997 09:00,Los Angeles (Eagle Rock),CA,USA,Disk,"12-25-97 a disk shaped U.F.O. - top half silver, bottom black - hovered over Eagle Rock from 9am to 11am.",08/21/2006,
